player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
PG Coman,"April 13, 1943, Christchurch, Canterbury",Peter George Coman,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v Australia at Christchurch, Mar 31, 1974",3,3,0,62,38,20.66,104,59.61,0,0,2,0,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BE Congdon,"February 11, 1938, Motueka, Tasman",Bevan Ernest Congdon,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","England v New Zealand at Manchester, Jul 17, 1978",11,9,3,338,101,56.33,472,71.61,1,2,29,2,0,0,11,10,437,287,7,Feb-17,Feb-17,41,3.94,62.4,0,0,0,New Zealand,https://www.chiefs.co.nz/edit/image_cache/tylerardron0182copy_850x1080c1ptop.png
DR Hadlee,"January 6, 1948, Riccarton, Christchurch, Canterbury",Dayle Robert Hadlee,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v India at Auckland, Feb 22, 1976",11,7,2,40,20,8,85,47.05,0,0,3,0,2,0,11,11,628,364,20,Apr-34,Apr-34,18.2,3.47,31.4,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
Sir RJ Hadlee,"July 3, 1951, St Albans, Christchurch, Canterbury",Richard John Hadlee,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","England v New Zealand at The Oval, May 25, 1990",115,98,17,1751,79,21.61,2319,75.5,0,4,0,27,0,NA,115,112,6182,3407,158,May-25,May-25,21.56,3.3,39.1,1,5,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BF Hastings,"March 23, 1940, Island Bay, Wellington",Brian Frederick Hastings,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v West Indies at The Oval, Jun 18, 1975",11,9,1,151,37,18.87,271,55.71,0,0,0,4,0,NA,11,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
HJ Howarth,"December 25, 1943, Grey Lynn, Auckland",Hedley John Howarth,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v West Indies at The Oval, Jun 18, 1975",9,5,2,18,11,6,26,69.23,0,0,0,3,0,NA,9,8,492,280,11,Mar-29,Mar-29,25.45,3.41,44.7,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GM Turner,"May 26, 1947, Dunedin, Otago",Glenn Maitland Turner,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v Pakistan at Nottingham, Jun 20, 1983",41,40,6,1598,171*,47,2348,68.05,3,9,0,13,0,NA,41,1,6,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GE Vivian,"February 28, 1946, Auckland",Graham Ellery Vivian,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v Pakistan at Christchurch, Feb 11, 1973",1,1,0,14,14,14,30,46.66,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
KJ Wadsworth,"November 30, 1946, Nelson, Nelson",Kenneth John Wadsworth,"New Zealand v Pakistan at Christchurch, Feb 11, 1973","New Zealand v India at Auckland, Feb 22, 1976",13,10,1,258,104,28.66,334,77.24,1,0,0,13,2,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
V Pollard,"September 7, 1945, Burnley, Lancashire, England",Victor Pollard,"England v New Zealand at Swansea, Jul 18, 1973","New Zealand v Australia at Dunedin, Mar 30, 1974",3,2,0,67,55,33.5,145,46.2,0,1,9,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RE Redmond,"December 29, 1944, Whangarei, Northland",Rodney Ernest Redmond,"England v New Zealand at Swansea, Jul 18, 1973","England v New Zealand at Manchester, Jul 20, 1973",2,1,0,3,3,3,11,27.27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BR Taylor,"July 12, 1943, Timaru, Canterbury",Bruce Richard Taylor,"England v New Zealand at Swansea, Jul 18, 1973","England v New Zealand at Manchester, Jul 20, 1973",2,1,0,22,22,22,42,52.38,0,0,4,0,1,0,2,2,114,62,4,Mar-25,Mar-25,15.5,3.26,28.5,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BL Cairns,"October 10, 1949, Picton, Marlborough",Bernard Lance Cairns,"New Zealand v Australia at Dunedin, Mar 30, 1974","West Indies v New Zealand at Bridgetown, Apr 23, 1985",78,65,6,987,60,16.72,941,104.88,0,2,0,19,0,NA,78,75,4015,2717,89,May-28,May-28,30.52,4.06,45.1,2,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DR O'Sullivan,"November 16, 1944, Palmerston North, Manawatu",David Robert O'Sullivan,"New Zealand v Australia at Dunedin, Mar 30, 1974","Pakistan v New Zealand at Sialkot, Oct 16, 1976",3,2,1,2,1*,2,5,40,0,0,0,0,0,0,3,3,168,123,2,Jan-38,Jan-38,61.5,4.39,84,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JM Parker,"February 21, 1951, Dannevirke, Manawatu",John Morton Parker,"New Zealand v Australia at Christchurch, Mar 31, 1974","Australia v New Zealand at Sydney, Feb 3, 1981",24,20,0,248,66,12.4,403,61.53,0,1,0,11,1,NA,24,1,16,10,1,01-Oct,01-Oct,10,3.75,16,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BG Hadlee,"December 14, 1941, Christchurch, Canterbury",Barry George Hadlee,"New Zealand v England at Dunedin, Mar 8, 1975","England v New Zealand at Nottingham, Jun 11, 1975",2,2,1,26,19,26,93,27.95,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GP Howarth,"March 29, 1951, Auckland",Geoffrey Philip Howarth,"New Zealand v England at Dunedin, Mar 8, 1975","West Indies v New Zealand at Bridgetown, Apr 23, 1985",70,65,5,1384,76,23.06,2301,60.14,0,6,0,16,0,NA,70,7,90,68,3,01-Apr,01-Apr,22.66,4.53,30,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JFM Morrison,"August 27, 1947, Wellington",John Francis Maclean Morrison,"New Zealand v England at Wellington, Mar 9, 1975","Australia v New Zealand at Sydney, Mar 17, 1983",18,15,3,252,55,21,472,53.38,0,1,0,6,0,NA,18,7,283,199,8,Mar-24,Mar-24,24.87,4.21,35.3,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BJ McKechnie,"November 6, 1953, Gore, Southland",Brian John McKechnie,"East Africa v New Zealand at Birmingham, Jun 7, 1975","Australia v New Zealand at Melbourne, Feb 1, 1981",14,8,4,54,27,13.5,145,37.24,0,0,2,0,NA,NA,14,14,818,495,19,Mar-23,Mar-23,26.05,3.63,43,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GN Edwards,"May 27, 1955, Nelson, Nelson",Graham Neil Edwards,"New Zealand v India at Christchurch, Feb 21, 1976","New Zealand v India at Hamilton, Feb 15, 1981",6,6,0,138,41,23,191,72.25,0,0,0,0,5,0,6,1,6,5,1,01-May,01-May,5,5,6,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RW Anderson,"October 2, 1948, Christchurch, Canterbury",Robert Wickham Anderson,"Pakistan v New Zealand at Sialkot, Oct 16, 1976","England v New Zealand at Scarborough, Jul 15, 1978",2,2,1,16,12,16,46,34.78,0,0,0,1,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
NM Parker,"August 28, 1948, Dannevirke, Manawatu",Norman Murray Parker,"Pakistan v New Zealand at Sialkot, Oct 16, 1976","Pakistan v New Zealand at Sialkot, Oct 16, 1976",1,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
ADG Roberts,"May 6, 1947, Te Aroha, Waikato",Andrew Duncan Glenn Roberts,"Pakistan v New Zealand at Sialkot, Oct 16, 1976","Pakistan v New Zealand at Sialkot, Oct 16, 1976",1,1,0,16,16,16,24,66.66,0,0,0,1,0,NA,1,1,56,30,1,Jan-30,Jan-30,30,3.21,56,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GB Troup,"October 3, 1952, Taumarunui, Wanganui",Gary Bertram Troup,"Pakistan v New Zealand at Sialkot, Oct 16, 1976","West Indies v New Zealand at Bridgetown, Apr 23, 1985",22,12,8,101,39,25.25,140,72.14,0,0,7,2,2,0,22,22,1180,791,32,Apr-19,Apr-19,24.71,4.02,36.8,3,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SL Boock,"September 20, 1951, Dunedin, Otago",Stephen Lewis Boock,"England v New Zealand at Scarborough, Jul 15, 1978","Australia v New Zealand at Chandigarh, Oct 27, 1987",14,7,4,30,12,10,31,96.77,0,0,2,0,5,0,14,13,700,513,15,Mar-28,Mar-28,34.2,4.39,46.6,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JG Wright,"July 5, 1954, Darfield, Canterbury",John Geoffrey Wright,"England v New Zealand at Scarborough, Jul 15, 1978","Sri Lanka v New Zealand at Colombo (PSS), Dec 12, 1992",149,148,1,3891,101,26.46,6804,57.18,1,24,0,51,0,NA,149,3,24,8,0,0,0,0,2,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BP Bracewell,"September 14, 1959, Auckland",Brendon Paul Bracewell,"England v New Zealand at Manchester, Jul 17, 1978","England v New Zealand at Manchester, Jul 17, 1978",1,1,1,0,0*,0,4,0,0,0,0,0,0,0,1,1,66,41,1,Jan-41,Jan-41,41,3.72,66,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BA Edgar,"November 23, 1956, Wellington",Bruce Adrian Edgar,"England v New Zealand at Manchester, Jul 17, 1978","England v New Zealand at Manchester, Jul 18, 1986",64,64,5,1814,102*,30.74,3685,49.22,1,10,0,12,0,NA,64,1,12,5,0,0,0,0,2.5,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JV Coney,"June 21, 1952, Wellington",Jeremy Vernon Coney,"New Zealand v Sri Lanka at Nottingham, Jun 9, 1979","New Zealand v West Indies at Christchurch, Mar 28, 1987",88,80,19,1874,66*,30.72,2885,64.95,0,8,128,12,40,0,88,70,2931,2039,54,Apr-46,Apr-46,37.75,4.17,54.2,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
WK Lees,"March 19, 1952, Dunedin, Otago",Warren Kenneth Lees,"New Zealand v Sri Lanka at Nottingham, Jun 9, 1979","New Zealand v Pakistan at Nottingham, Jun 20, 1983",31,24,5,215,26,11.31,307,70.03,0,0,4,28,2,NA,31,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
LW Stott,"December 8, 1946, Rochdale, Lancashire, England",Leslie Warren Stott,"New Zealand v Sri Lanka at Nottingham, Jun 9, 1979","New Zealand v Sri Lanka at Nottingham, Jun 9, 1979",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,72,48,3,Mar-48,Mar-48,16,4,24,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
EJ Chatfield,"July 3, 1950, Dannevirke, Manawatu",Ewen John Chatfield,"New Zealand v West Indies at Nottingham, Jun 16, 1979","New Zealand v Pakistan at Dunedin, Feb 6, 1989",114,48,37,118,19*,10.72,346,34.1,0,0,6,0,19,0,114,112,6065,3618,140,May-34,May-34,25.84,3.57,43.3,3,1,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
PE McEwan,"December 19, 1953, Christchurch, Canterbury",Paul Ernest McEwan,"New Zealand v West Indies at Christchurch, Feb 6, 1980","India v New Zealand at Sydney, Mar 5, 1985",17,15,0,204,41,13.6,346,58.95,0,0,0,0,1,0,17,10,420,353,6,Feb-29,Feb-29,58.83,5.04,70,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JF Reid,"March 3, 1956, Auckland",John Fulton Reid,"New Zealand v West Indies at Christchurch, Feb 6, 1980","India v New Zealand at Launceston, Feb 2, 1986",25,24,1,633,88,27.52,1084,58.39,0,4,0,2,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MC Snedden,"November 23, 1958, Mount Eden, Auckland",Martin Colin Snedden,"Australia v New Zealand at Adelaide, Nov 23, 1980","New Zealand v Pakistan at Sharjah, May 1, 1990",93,54,19,535,64,15.28,843,63.46,0,1,0,0,19,0,93,90,4525,3237,114,Apr-34,Apr-34,28.39,4.29,39.6,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
IDS Smith,"February 28, 1957, Nelson, Nelson",Ian David Stockley Smith,"Australia v New Zealand at Sydney, Nov 25, 1980","New Zealand v Pakistan at Auckland, Mar 21, 1992",98,77,16,1055,62*,17.29,1061,99.43,0,3,0,0,81,5,98,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GK Robertson,"July 15, 1960, New Plymouth, Taranaki",Gary Keith Robertson,"New Zealand v India at Hamilton, Feb 15, 1981","New Zealand v Pakistan at Hamilton, Mar 14, 1989",10,6,0,49,17,8.16,48,102.08,0,0,0,0,2,0,10,10,498,321,6,Feb-29,Feb-29,53.5,3.86,83,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MD Crowe,"September 22, 1962, Henderson, Auckland",Martin David Crowe,"New Zealand v Australia at Auckland, Feb 13, 1982","India v New Zealand at Nagpur, Nov 26, 1995",143,140,18,4704,107*,38.55,6476,72.63,4,34,378,29,66,0,143,46,1296,954,29,02-Sep,02-Sep,32.89,4.41,44.6,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
BR Blair,"December 27, 1957, Dunedin, Otago",Bruce Robert Blair,"New Zealand v Australia at Dunedin, Feb 17, 1982","New Zealand v Pakistan at Sharjah, Apr 15, 1986",14,14,2,174,29*,14.5,253,68.77,0,0,12,1,4,0,14,2,30,34,1,01-Jul,01-Jul,34,6.8,30,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JJ Crowe,"September 14, 1958, Auckland",Jeffrey John Crowe,"Australia v New Zealand at Melbourne, Jan 9, 1983","New Zealand v Australia at Auckland, Mar 11, 1990",75,71,12,1518,88*,25.72,2456,61.8,0,7,110,12,28,0,75,1,6,1,0,0,0,0,1,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
PN Webb,"July 14, 1957, Auckland",Peter Neil Webb,"Australia v New Zealand at Melbourne, Jan 9, 1983","New Zealand v England at Auckland, Feb 25, 1984",5,5,1,38,10*,9.5,101,37.62,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RJ Webb,"September 15, 1952, Invercargill, Southland",Richard John Webb,"Australia v New Zealand at Melbourne, Feb 13, 1983","New Zealand v England at Wellington, Feb 23, 1983",3,1,1,6,6*,0,10,60,0,0,1,0,0,0,3,3,161,105,4,Feb-28,Feb-28,26.25,3.91,40.2,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
TJ Franklin,"March 15, 1962, Mount Eden, Auckland",Trevor John Franklin,"Australia v New Zealand at Sydney, Mar 17, 1983","India v New Zealand at Visakhapatnam, Dec 10, 1988",3,3,0,27,21,9,89,30.33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
JG Bracewell,"April 15, 1958, Auckland",John Garry Bracewell,"New Zealand v Pakistan at Birmingham, Jun 11012, 1983","New Zealand v Pakistan at Sharjah, May 1, 1990",53,43,12,512,43,16.51,717,71.4,0,0,36,3,19,0,53,50,2447,1884,33,02-Mar,02-Mar,57.09,4.61,74.1,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DA Stirling,"October 5, 1961, Upper Hutt, Wellington",Derek Alexander Stirling,"Sri Lanka v New Zealand at Moratuwa, Mar 31, 1984","Pakistan v New Zealand at Multan, Dec 7, 1984",6,5,2,21,13*,7,39,53.84,0,0,1,0,3,0,6,6,246,207,6,Feb-29,Feb-29,34.5,5.04,41,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
EJ Gray,"November 18, 1954, Wellington",Evan John Gray,"Sri Lanka v New Zealand at Moratuwa, Nov 4, 1984","India v New Zealand at Indore, Dec 15, 1988",10,7,1,98,38,16.33,230,42.6,0,0,6,0,3,0,10,9,386,286,8,Feb-26,Feb-26,35.75,4.44,48.2,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RT Hart,"November 7, 1961, Lower Hutt, Wellington",Ronald Terence Hart,"West Indies v New Zealand at St John's, Mar 20, 1985","West Indies v New Zealand at St John's, Mar 20, 1985",1,1,0,3,3,3,29,10.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
KR Rutherford,"October 26, 1965, Dunedin, Otago",Kenneth Robert Rutherford,"West Indies v New Zealand at Port of Spain, Mar 27, 1985","New Zealand v Sri Lanka at Auckland, Apr 1, 1995",121,115,9,3143,108,29.65,4888,64.3,2,18,223,17,41,0,121,17,389,323,10,Feb-39,Feb-39,32.3,4.98,38.9,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
EB McSweeney,"March 8, 1957, Wellington",Ervin Bruce McSweeney,"Australia v New Zealand at Melbourne, Jan 9, 1986","New Zealand v West Indies at Christchurch, Mar 28, 1987",16,14,5,73,18*,8.11,119,61.34,0,0,3,2,14,3,16,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SR Gillespie,"March 2, 1957, Wanganui",Stuart Ross Gillespie,"India v New Zealand at Brisbane, Jan 11, 1986","Australia v New Zealand at Sydney, Jan 20, 1988",19,11,5,70,18*,11.66,106,66.03,0,0,4,1,7,0,19,19,963,736,23,Apr-30,Apr-30,32,4.58,41.8,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
TE Blain,"February 17, 1962, Nelson, Nelson",Tony Elston Blain,"New Zealand v Australia at Dunedin, Mar 19, 1986","New Zealand v Pakistan at Auckland, Mar 13, 1994",38,38,11,442,49*,16.37,662,66.76,0,0,27,4,37,1,38,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
W Watson,"August 31, 1965, Auckland",William Watson,"Sri Lanka v New Zealand at Colombo (RPS), Apr 5, 1986","Australia v New Zealand at Melbourne, Jan 19, 1994",61,24,13,86,21,7.81,180,47.77,0,0,6,3,9,0,61,61,3251,2247,74,Apr-27,Apr-27,30.36,4.14,43.9,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
PA Horne,"January 21, 1960, Upper Hutt, Wellington",Philip Andrew Horne,"New Zealand v West Indies at Dunedin, Mar 18, 1987","India v New Zealand at Nagpur, Oct 31, 1987",4,4,0,50,18,12.5,122,40.98,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DN Patel,"October 25, 1958, Nairobi, Kenya",Dipak Narshibhai Patel,"New Zealand v West Indies at Dunedin, Mar 18, 1987","New Zealand v Sri Lanka at Hyderabad (Deccan), May 20, 1997",75,63,10,623,71,11.75,868,71.77,0,1,37,7,23,0,75,69,3251,2261,45,Mar-22,Mar-22,50.24,4.17,72.2,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
AH Jones,"May 9, 1959, Wellington",Andrew Howard Jones,"New Zealand v Zimbabwe at Hyderabad (Deccan), Oct 10, 1987","New Zealand v West Indies at Christchurch, Jan 28, 1995",87,87,9,2784,93,35.69,4811,57.86,0,25,199,8,23,0,87,11,306,216,4,Feb-42,Feb-42,54,4.23,76.5,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
DK Morrison,"February 3, 1966, Auckland",Daniel Kyle Morrison,"India v New Zealand at Nagpur, Oct 31, 1987","New Zealand v Pakistan at Sharjah, Nov 13, 1996",96,43,24,171,20*,9,400,42.75,0,0,8,2,19,0,96,95,4586,3470,126,May-34,May-34,27.53,4.53,36.3,1,2,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
VR Brown,"November 3, 1959, Christchurch, Canterbury",Vaughan Raymond Brown,"Australia v New Zealand at Brisbane, Jan 17, 1988","Australia v New Zealand at Melbourne, Jan 22, 1988",3,3,0,44,32,14.66,85,51.76,0,0,3,0,2,0,3,2,66,75,1,Jan-24,Jan-24,75,6.81,66,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
MJ Greatbatch,"December 11, 1963, Auckland",Mark John Greatbatch,"New Zealand v England at Dunedin, Mar 9, 1988","Pakistan v New Zealand at Karachi, Dec 8, 1996",84,83,5,2206,111,28.28,3099,71.18,2,13,177,38,35,0,84,1,6,5,0,0,0,0,5,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
CM Kuggeleijn,"May 10, 1956, Auckland",Christopher Mary Kuggeleijn,"New Zealand v England at Dunedin, Mar 9, 1988","New Zealand v Pakistan at Hamilton, Mar 14, 1989",16,11,2,142,40,15.77,223,63.67,0,0,7,1,9,0,16,16,817,604,12,Feb-31,Feb-31,50.33,4.43,68,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RB Reid,"December 3, 1958, Lower Hutt, Wellington",Richard Bruce Reid,"New Zealand v England at Dunedin, Mar 9, 1988","New Zealand v England at Auckland, Feb 16, 1991",9,9,0,248,64,27.55,448,55.35,0,2,25,1,3,0,9,1,7,13,1,Jan-13,Jan-13,13,11.14,7,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
RH Vance,"March 31, 1955, Wellington",Robert Howard Vance,"New Zealand v England at Napier, Mar 16, 1988","New Zealand v Pakistan at Wellington, Mar 8, 1989",8,8,0,248,96,31,481,51.55,0,1,10,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
GR Larsen,"September 27, 1962, Wellington",Gavin Rolf Larsen,"New Zealand v India at Dunedin, Mar 1, 1990","New Zealand v Pakistan at Manchester, Jun 16, 1999",121,70,27,629,37,14.62,970,64.84,0,0,29,9,23,0,121,119,6368,4000,113,Apr-24,Apr-24,35.39,3.76,56.3,1,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
SJ Roberts,"March 22, 1965, Christchurch, Canterbury",Stuart James Roberts,"New Zealand v India at Dunedin, Mar 1, 1990","Pakistan v New Zealand at Lahore, Nov 2, 1990",2,1,1,1,1*,0,2,50,0,0,0,0,0,0,2,2,42,47,0,0,0,0,6.71,0,0,0,0,New Zealand,https://www.searchpng.com/wp-content/uploads/2019/03/New-Zealand-Cricket-Team-Logo-PNG-Image-715x715.png
