player,born,full_name,debut,last_odi,matches,innings,not_outs,runs,highest,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps,b_matches,b_innings,balls_bowled,runs_conceded,wickets_taken,best_innings_bowling,best_match_bowling,bowling_average,economy_rate,bowling_strike_rate,four_wkts,five_wkts,ten_wkts,country,profile
SK Ranasinghe,"July 4, 1962, Colombo",Sirimewan Keerthi Ranasinghe,"Sri Lanka v Pakistan at Kandy, Mar 2, 1986","Sri Lanka v New Zealand at Colombo (RPS), Apr 5, 1986",4,3,0,55,41,18.33,81,67.9,0,0,1,0,NA,NA,4,4,126,96,3,Jan-28,Jan-28,32,4.57,42,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KN Amalean,"April 7, 1965, Colombo",Kaushik Naginda Amalean,"Sri Lanka v Pakistan at Moratuwa, Mar 8, 1986","New Zealand v Sri Lanka at Sharjah, Mar 29, 1988",8,3,1,15,9,7.5,26,57.69,0,0,0,0,0,0,8,8,318,207,9,Apr-46,Apr-46,23,3.9,35.3,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
CPH Ramanayake,"January 8, 1965, Colombo",Champaka Priyadarshana Hewage Ramanayake,"Sri Lanka v Pakistan at Moratuwa, Mar 8, 1986","India v Sri Lanka at Sharjah, Apr 14, 1995",62,35,14,210,26,10,374,56.14,0,0,13,1,11,0,62,62,2864,2049,68,Apr-17,Apr-17,30.13,4.29,42.1,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
GF Labrooy,"June 7, 1964, Colombo",Graeme Fredrick Labrooy,"India v Sri Lanka at Sharjah, Nov 27, 1986","England v Sri Lanka at Ballarat, Mar 9, 1992",44,36,7,249,33,8.58,350,71.14,0,0,0,8,0,NA,44,44,2308,1876,45,May-57,May-57,41.68,4.87,51.2,1,1,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
HP Tillakaratne,"July 14, 1967, Colombo",Hashan Prasantha Tillakaratne,"India v Sri Lanka at Sharjah, Nov 27, 1986","Sri Lanka v Zimbabwe at Sharjah, Apr 7, 2003",200,168,40,3789,104,29.6,6588,57.51,2,13,0,0,89,6,200,15,180,141,6,01-Mar,01-Mar,23.5,4.7,30,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
EAR de Silva,"March 28, 1956, Kalutara",Ellawalakankanamge Asoka Ranjit de Silva,"India v Sri Lanka at Kanpur, Dec 24, 1986","Sri Lanka v Australia at Colombo (RPS), Sep 5, 1992",28,20,6,138,19*,9.85,241,57.26,0,0,4,1,6,0,28,28,1374,967,17,Mar-38,Mar-38,56.88,4.22,80.8,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
SMS Kaluperuma,"October 22, 1961, Colombo",Sanath Mohan Silva Kaluperuma,"Australia v Sri Lanka at Sydney, Jan 19, 1988","New Zealand v Sri Lanka at Sharjah, Mar 29, 1988",2,2,0,11,7,5.5,41,26.82,0,0,1,0,2,0,2,1,6,3,0,0,0,0,3,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
MAWR Madurasinghe,"January 30, 1961, Kurunegala",Madurasinghe Arachchige Wijayasiri Ranjith Madurasinghe,"England v Sri Lanka at The Oval, Sep 4, 1988","Pakistan v Sri Lanka at Rawalpindi, Jan 19, 1992",12,6,4,21,8*,10.5,62,33.87,0,0,3,0,3,0,12,11,480,358,5,01-Nov,01-Nov,71.6,4.47,96,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KIW Wijegunawardene,"November 23, 1964, Colombo",Kapila Indaka Weerakkody Wijegunawardene,"Pakistan v Sri Lanka at Dhaka, Oct 27, 1988","Pakistan v Sri Lanka at Perth, Mar 15, 1992",26,12,5,20,8*,2.85,55,36.36,0,0,0,0,3,0,26,25,1186,986,25,Apr-49,Apr-49,39.44,4.98,47.4,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
NLK Ratnayake,"November 22, 1968, Colombo",Nilantha Lakshitha Kithsiri Ratnayake,"Pakistan v Sri Lanka at Sharjah, Mar 24, 1989","Pakistan v Sri Lanka at Brisbane, Feb 10, 1990",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,101,98,2,Jan-39,Jan-39,49,5.82,50.5,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
TL Fernando,27-Dec-62,Thewarathantrige Lalithamana Fernando,"Australia v Sri Lanka at Margao, Oct 25, 1989","Australia v Sri Lanka at Margao, Oct 25, 1989",1,1,0,8,8,8,6,133.33,0,0,0,0,0,0,1,1,18,16,1,Jan-16,Jan-16,16,5.33,18,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
ST Jayasuriya,"June 30, 1969, Matara",Sanath Teran Jayasuriya,"Australia v Sri Lanka at Melbourne, Dec 26, 1989","England v Sri Lanka at The Oval, Jun 28, 2011",445,433,18,13430,189,32.36,14725,91.2,28,68,1500,270,123,0,445,368,14874,11871,323,Jun-29,Jun-29,36.75,4.78,46,8,4,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
MS Atapattu,"November 22, 1970, Kalutara",Marvan Samson Atapattu,"India v Sri Lanka at Nagpur, Dec 1, 1990","India v Sri Lanka at Visakhapatnam, Feb 17, 2007",268,259,32,8529,132*,37.57,12594,67.72,11,59,734,15,70,0,268,2,51,41,0,0,0,0,4.82,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
D Ranatunga,"October 12, 1962, Colombo",Dammika Ranatunga,"India v Sri Lanka at Pune, Dec 5, 1990","Pakistan v Sri Lanka at Sharjah, Dec 21, 1990",4,4,0,49,25,12.25,156,31.41,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
RS Kaluwitharana,"November 24, 1969, Colombo",Romesh Shantha Kaluwitharana,"India v Sri Lanka at Margao, Dec 8, 1990","Sri Lanka v Australia at Dambulla, Feb 22, 2004",189,181,14,3711,102*,22.22,4776,77.7,2,23,411,17,132,75,189,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KPJ Warnaweera,"November 23, 1960, Matara",Kahakatchchi Patabandige Jayananda Warnaweera,"India v Sri Lanka at Margao, Dec 8, 1990","Pakistan v Sri Lanka at Sharjah, Feb 4, 1993",6,3,3,1,1*,0,11,9.09,0,0,0,0,2,0,6,6,294,200,6,Feb-24,Feb-24,33.33,4.08,49,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
CP Senanayake,"December 19, 1962, Colombo",Charith Panduka Senanayake,"Pakistan v Sri Lanka at Sharjah, Dec 21, 1990","New Zealand v Sri Lanka at Dunedin, Feb 6, 1991",7,7,0,126,27,18,211,59.71,0,0,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
GP Wickramasinghe,"August 14, 1971, Matara",Gallage Pramodya Wickramasinghe,"Bangladesh v Sri Lanka at Kolkata, Dec 31, 1990","England v Sri Lanka at Manchester, Jul 7, 2002",134,64,24,344,32,8.6,543,63.35,0,0,17,2,26,0,134,132,5720,4321,109,Apr-48,Apr-48,39.64,4.53,52.4,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
UC Hathurusingha,"September 13, 1968, Colombo",Upul Chandika Hathurusingha,"Pakistan v Sri Lanka at Sargodha, Jan 10, 1992","Pakistan v Sri Lanka at Jamshedpur, Mar 19, 1999",35,33,1,669,66,20.9,1318,50.75,0,4,59,0,6,0,35,25,954,709,14,Apr-57,Apr-57,50.64,4.45,68.1,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
RS Kalpage,"February 19, 1970, Kandy",Ruwan Senani Kalpage,"Pakistan v Sri Lanka at Sargodha, Jan 10, 1992","India v Sri Lanka at Pune, Mar 30, 1999",86,69,28,844,51,20.58,1320,63.93,0,1,29,4,33,0,86,81,3960,2975,73,Apr-36,Apr-36,40.75,4.5,54.2,2,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
DK Liyanage,"June 6, 1972, Kalutara",Dulip Kapila Liyanage,"Sri Lanka v New Zealand at Colombo (RPS), Dec 4, 1992","Sri Lanka v Zimbabwe at Sharjah, Oct 30, 2001",16,11,2,144,43,16,207,69.56,0,0,6,1,6,0,16,16,642,510,10,Mar-49,Mar-49,51,4.76,64.2,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
AGD Wickremasinghe,"December 27, 1965, Colombo",Anguppulige Gamini Dayantha Wickremasinghe,"Sri Lanka v New Zealand at Colombo (RPS), Dec 4, 1992","Pakistan v Sri Lanka at Sharjah, Feb 2, 1993",4,1,0,2,2,2,10,20,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
N Ranatunga,"January 22, 1966, Gampaha",Nishantha Ranatunga,"Sri Lanka v Zimbabwe at Sharjah, Feb 3, 1993","Pakistan v Sri Lanka at Sharjah, Feb 4, 1993",2,1,0,0,0,0,3,0,0,0,0,0,0,0,2,2,102,82,1,Jan-33,Jan-33,82,4.82,102,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
M Muralitharan,"April 17, 1972, Kandy",Muttiah Muralitharan,"Sri Lanka v India at Colombo (RPS), Aug 12, 1993","India v Sri Lanka at Mumbai, Apr 2, 2011",350,162,63,674,33*,6.8,869,77.56,0,0,50,12,130,0,350,341,18811,12326,534,Jul-30,Jul-30,23.08,3.93,35.2,15,10,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
PB Dassanayake,"July 11, 1970, Kandy",Pubudu Bathiya Dassanayake,"Sri Lanka v South Africa at Colombo (RPS), Sep 2, 1993","New Zealand v Sri Lanka at Bloemfontein, Dec 8, 1994",16,10,2,85,20*,10.62,142,59.85,0,0,3,0,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
RPAH Wickramaratne,"February 21, 1971, Colombo",Ranasinghe Pattikirikoralalage Aruna Hemantha Wickramaratne,"Sri Lanka v South Africa at Colombo (RPS), Sep 4, 1993","Sri Lanka v West Indies at Colombo (RPS), Dec 16, 1993",3,2,0,4,3,2,6,66.66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
DP Samaraweera,"February 12, 1972, Colombo",Dulip Prasanna Samaraweera,"Sri Lanka v West Indies at Sharjah, Nov 3, 1993","India v Sri Lanka at Jalandhar, Feb 20, 1994",5,4,0,91,49,22.75,169,53.84,0,0,8,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
UNK Fernando,"March 10, 1970, Colombo",Ungamandadige Nisal Kumudusiri Fernando,"India v Sri Lanka at Rajkot, Feb 15, 1994","India v Sri Lanka at Hyderabad (Deccan), Feb 18, 1994",2,2,2,22,20*,0,25,88,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
WPUJC Vaas,"January 27, 1974, Mattumagala",Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,"India v Sri Lanka at Rajkot, Feb 15, 1994","Sri Lanka v India at Colombo (RPS), Aug 27, 2008",322,220,72,2025,50*,13.68,2796,72.42,0,1,127,22,60,0,322,320,15775,11014,400,Aug-19,Aug-19,27.53,4.18,39.4,9,4,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
AAW Gunawardena,"March 31, 1969, Colombo",Aruna Alwis Wijesiri Gunawardena,"India v Sri Lanka at Hyderabad (Deccan), Feb 18, 1994","India v Sri Lanka at Hyderabad (Deccan), Feb 18, 1994",1,1,0,2,2,2,10,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KR Pushpakumara,"July 21, 1975, Panadura",Ravindra Pushpakumara,"India v Sri Lanka at Hyderabad (Deccan), Feb 18, 1994","Zimbabwe v Sri Lanka at Harare, Dec 19, 1999",31,9,5,36,14*,9,52,69.23,0,0,2,0,8,0,31,31,1430,1181,24,Mar-25,Mar-25,49.2,4.95,59.5,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
UDU Chandana,"May 7, 1972, Galle",Umagiliya Durage Upul Chandana,"Australia v Sri Lanka at Sharjah, Apr 14, 1994","Sri Lanka v Bangladesh at Colombo (RPS), Jul 25, 2007",147,111,17,1627,89,17.3,2229,72.99,0,5,108,22,79,0,147,136,6142,4818,151,May-61,May-61,31.9,4.7,40.6,4,1,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
AMN Munasinghe,"December 10, 1971, Colombo",Arachchige Manjula Nishantha Munasinghe,"Australia v Sri Lanka at Sharjah, Apr 14, 1994","Australia v Sri Lanka at Sydney, Jan 20, 1996",5,4,1,13,8,4.33,52,25,0,0,0,0,0,0,5,5,217,146,4,Mar-30,Mar-30,36.5,4.03,54.2,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
AP Weerakkody,"October 1, 1970, Colombo",Ajith Priyantha Weerakkody,"New Zealand v Sri Lanka at Sharjah, Apr 18, 1994","New Zealand v Sri Lanka at Sharjah, Apr 18, 1994",1,1,0,2,2,2,4,50,0,0,0,0,0,0,1,1,36,41,0,0,0,0,6.83,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
S Ranatunga,"April 25, 1969, Colombo",Sanjeeva Ranatunga,"Sri Lanka v Pakistan at Colombo (RPS), Aug 3, 1994","Sri Lanka v West Indies at Perth, Jan 14, 1996",13,11,0,253,70,23,526,48.09,0,2,10,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
HDPK Dharmasena,"April 24, 1971, Colombo",Handunnettige Deepthi Priyantha Kumar Dharmasena,"Sri Lanka v Pakistan at Colombo (RPS), Aug 24, 1994","Sri Lanka v Australia at Colombo (RPS), Feb 25, 2004",141,87,33,1222,69*,22.62,1879,65.03,0,4,63,2,34,0,141,134,7009,4998,138,Apr-37,Apr-37,36.21,4.27,50.7,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KJ Silva,"June 2, 1973, Kalutara",Kelaniyage Jayantha Silva,"New Zealand v Sri Lanka at Christchurch, Mar 26, 1995","New Zealand v Sri Lanka at Christchurch, Mar 26, 1995",1,1,1,1,1*,0,1,100,0,0,0,0,0,0,1,1,48,55,0,0,0,0,6.87,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
JC Gamage,"April 17, 1964, Matara",Janak Champika Gamage,"New Zealand v Sri Lanka at Hamilton, Mar 29, 1995","India v Sri Lanka at Sharjah, Apr 9, 1995",4,2,2,8,7*,0,9,88.88,0,0,0,0,2,0,4,4,132,104,3,Feb-17,Feb-17,34.66,4.72,44,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
MC Mendis,"December 28, 1968, Galle",Manimeldura Chaminda Mendis,"New Zealand v Sri Lanka at Auckland, Apr 1, 1995","New Zealand v Sri Lanka at Auckland, Apr 1, 1995",1,1,1,3,3*,0,2,150,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
CI Dunusinghe,"October 19, 1970, Colombo",Chamara Iroshan Dunusinghe,"Bangladesh v Sri Lanka at Sharjah, Apr 6, 1995","Bangladesh v Sri Lanka at Sharjah, Apr 6, 1995",1,1,0,1,1,1,1,100,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KEA Upashantha,"June 10, 1972, Kurunegala",Kalutarage Eric Amila Upashantha,"Pakistan v Sri Lanka at Rawalpindi, Oct 3, 1995","New Zealand v Sri Lanka at Wellington, Feb 3, 2001",12,8,1,49,15,7,86,56.97,0,0,3,1,2,0,12,12,564,481,12,Apr-37,Apr-37,40.08,5.11,47,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KSC de Silva,"January 11, 1971, Kalutara",Karunakalage Sajeewa Chanaka De Silva,"Kenya v Sri Lanka at Nairobi (Gym), Sep 28, 1996","Pakistan v Sri Lanka at Dhaka, Jun 5, 2000",38,19,13,39,13*,6.5,92,42.39,0,0,3,1,12,0,38,37,1619,1323,52,Mar-18,Mar-18,25.44,4.9,31.1,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
DNT Zoysa,"May 13, 1978, Colombo",Demuni Nuwan Tharanga Zoysa,"New Zealand v Sri Lanka at Christchurch, Mar 25, 1997","India v Sri Lanka at Kolkata, Feb 8, 2007",95,47,21,343,47*,13.19,358,95.81,0,0,29,7,13,0,95,93,4259,3213,108,May-26,May-26,29.75,4.52,39.4,2,1,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
SKL de Silva,"July 29, 1975, Kurunegala",Sanjeewa Kumara Lanka De Silva,"Sri Lanka v India at Colombo (RPS), Jul 18, 1997","South Africa v Sri Lanka at Lahore, Nov 8, 1997",11,6,3,161,57,53.66,193,83.41,0,2,16,0,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
RP Arnold,"October 25, 1973, Colombo",Russel Premakumaran Arnold,"South Africa v Sri Lanka at Lahore, Nov 6, 1997","Australia v Sri Lanka at Bridgetown, Apr 28, 2007",180,155,43,3950,103,35.26,5443,72.57,1,28,284,21,48,0,180,84,2157,1739,40,Mar-47,Mar-47,43.47,4.83,53.9,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
DPMD Jayawardene,"May 27, 1977, Colombo",Denagamage Proboth Mahela de Silva Jayawardene,"Sri Lanka v Zimbabwe at Colombo (RPS), Jan 24, 1998","Scotland v Sri Lanka at Hobart, Mar 11, 2015",447,417,39,12646,144,33.45,16004,79.01,19,77,1119,76,218,0,447,28,593,563,8,Feb-56,Feb-56,70.37,5.69,74.1,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
DA Gunawardene,"May 26, 1977, Colombo",Dihan Avishka Gunawardene,"Sri Lanka v Zimbabwe at Colombo (SSC), Jan 26, 1998","New Zealand v Sri Lanka at Christchurch, Jan 3, 2006",61,61,1,1708,132,28.46,2389,71.49,1,12,210,5,13,0,61,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
MN Nawaz,"September 20, 1973, Colombo",Mohamed Naveed Nawaz,"Sri Lanka v Zimbabwe at Colombo (SSC), Jan 26, 1998","India v Sri Lanka at The Oval, Jun 30, 2002",3,3,1,31,15*,15.5,71,43.66,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
ASA Perera,"February 16, 1978, Colombo",Anhettige Suresh Asanka Perera,"Sri Lanka v India at Colombo (RPS), Jun 19, 1998","Sri Lanka v West Indies at Colombo (RPS), Dec 11, 2001",20,13,2,195,56*,17.72,257,75.87,0,1,15,3,4,0,20,18,579,522,13,Feb-25,Feb-25,40.15,5.4,44.5,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
MRCN Bandaratilleke,"May 16, 1975, Colombo",Mapa Rallalage Chandima Niroshan Bandaratilleke,"Sri Lanka v New Zealand at Colombo (RPS), Jun 21, 1998","Sri Lanka v India at Colombo (RPS), Jul 7, 1998",3,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3,144,111,2,Feb-34,Feb-34,55.5,4.62,72,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
TT Samaraweera,"September 22, 1976, Colombo",Thilan Thusara Samaraweera,"India v Sri Lanka at Sharjah, Nov 6, 1998","India v Sri Lanka at Mumbai, Apr 2, 2011",53,42,11,862,105*,27.8,1244,69.29,2,0,76,0,17,0,53,17,702,542,11,Mar-34,Mar-34,49.27,4.63,63.8,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
PDRL Perera,"April 6, 1977, Colombo",Panagodage Don Ruchira Laksiri Perera,"England v Sri Lanka at Perth, Jan 29, 1999","Pakistan v Sri Lanka at Abu Dhabi, May 20, 2007",19,7,2,8,4*,1.6,18,44.44,0,0,0,0,2,0,19,19,888,820,19,Mar-23,Mar-23,43.15,5.54,46.7,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
JWHD Boteju,"November 3, 1977, Colombo",Jayawardene Welathanthrige Hemantha Devapriya Boteju,"India v Sri Lanka at Nagpur, Mar 22, 1999","Pakistan v Sri Lanka at Visakhapatnam, Mar 27, 1999",2,2,1,3,2,3,11,27.27,0,0,0,0,1,0,2,2,102,113,0,0,0,0,6.64,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
SI de Saram,"September 2, 1973, Matara",Samantha Indika de Saram,"Sri Lanka v Australia at Galle, Aug 22, 1999","Pakistan v Sri Lanka at Sharjah, Apr 20, 2001",15,13,2,183,38,16.63,270,67.77,0,0,12,1,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
LPC Silva,"December 14, 1979, Panadura",Lindamlilage Prageeth Chamara Silva,"Sri Lanka v Australia at Colombo (RPS), Aug 26, 1999","Pakistan v Sri Lanka at Abu Dhabi, Nov 23, 2011",75,62,7,1587,107*,28.85,2254,70.4,1,13,139,10,20,0,75,2,42,33,1,Jan-21,Jan-21,33,4.71,42,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
TM Dilshan,"October 14, 1976, Kalutara",Tillakaratne Mudiyanselage Dilshan,"Zimbabwe v Sri Lanka at Bulawayo, Dec 11, 1999","Scotland v Sri Lanka at Hobart, Mar 11, 2015",313,287,41,9796,161*,39.82,11364,86.2,22,43,1062,52,113,1,313,192,5543,4461,102,04-Apr,04-Apr,43.73,4.82,54.3,3,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
IS Gallage,"November 22, 1975, Panadura",Indika Sanjeewa Gallage,"Zimbabwe v Sri Lanka at Harare, Dec 19, 1999","New Zealand v Sri Lanka at Christchurch, Feb 11, 2001",3,2,1,17,14,17,27,62.96,0,0,1,0,0,0,3,3,144,115,3,Feb-42,Feb-42,38.33,4.79,48,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
K Weeraratne,"January 29, 1981, Gampola",Kaushalya Weeraratne,"Bangladesh v Sri Lanka at Dhaka, May 29, 2000","India v Sri Lanka at Karachi, Jul 3, 2008",15,9,1,160,41,20,177,90.39,0,0,10,3,3,0,15,14,480,385,6,Mar-46,Mar-46,64.16,4.81,80,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KC Sangakkara,"October 27, 1977, Matale",Kumar Chokshanada Sangakkara,"Sri Lanka v Pakistan at Galle, Jul 5, 2000","Scotland v Sri Lanka at Hobart, Mar 11, 2015",403,379,41,14189,169,41.97,17952,79.03,25,93,1382,88,402,99,403,0,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
CRD Fernando,"July 19, 1979, Colombo",Congenige Randhi Dilhara Fernando,"South Africa v Sri Lanka at Paarl, Jan 9, 2001","South Africa v Sri Lanka at Paarl, Jan 11, 2012",147,61,35,239,20,9.19,392,60.96,0,0,19,2,27,0,147,141,6507,5648,187,Jun-27,Jun-27,30.2,5.2,34.7,3,1,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
WCA Ganegama,"March 29, 1981, Colombo",Withanaarchchige Chamara Akalanka Ganegama,"Pakistan v Sri Lanka at Sharjah, Apr 8, 2001","Australia v Sri Lanka at Perth, Jan 29, 2006",4,2,0,7,7,3.5,9,77.77,0,0,1,0,1,0,4,3,66,88,2,Feb-27,Feb-27,44,8,33,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
TCB Fernando,"August 22, 1980, Panadura",Thudellage Charitha Buddhika Fernando,"Sri Lanka v Zimbabwe at Sharjah, Oct 26, 2001","Sri Lanka v Zimbabwe at Sharjah, Apr 7, 2003",17,10,6,29,14*,7.25,59,49.15,0,0,0,0,3,0,17,17,700,586,15,May-67,May-67,39.06,5.02,46.6,0,1,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
RAP Nissanka,"October 25, 1980, Ambalantota",Ratnayake Arachchige Prabath Nissanka,"Pakistan v Sri Lanka at Sharjah, Oct 27, 2001","West Indies v Sri Lanka at Bridgetown, Jun 8, 2003",23,13,5,53,11,6.62,140,37.85,0,0,4,1,3,0,23,23,997,857,27,04-Dec,04-Dec,31.74,5.15,36.9,1,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
KHRK Fernando,"October 14, 1979, Panadura",Kandage Hasantha Ruwan Kumara Fernando,"Sri Lanka v Bangladesh at Colombo (SSC), Aug 4, 2002","Bangladesh v Sri Lanka at Bogra, Feb 22, 2006",7,5,3,43,23*,21.5,72,59.72,0,0,4,1,2,0,7,7,234,159,6,03-Dec,03-Dec,26.5,4.07,39,0,0,0,Sri Lanka,https://cdn.bleacherreport.net/images/team_logos/328x328/sri_lanka_cricket.png
